mol_id,psmiles,num_nodes,num_edges,csv_row,file_path
331,[*]C(=O)NCC(OC(=O)c1ccc([*])cc1C)CC(C)C,21,21,331,demo/finetune_high_Tg/scored/cond/graphs/batch_0/331.npz
332,[*]Nc1ccc(NC(=O)c2ccc(C([*])=O)cc2)c([PH](C)(C)CC)c1,25,26,332,demo/finetune_high_Tg/scored/cond/graphs/batch_0/332.npz
333,[*]CCCCCCOc1ccc(CCCCCCP(=O)O[*])cc1,24,24,333,demo/finetune_high_Tg/scored/cond/graphs/batch_0/333.npz
334,[*]Nc1cc(C#N)c(O)c(OCCOc2ccc([Si](C)(C)c3ccc([*])cc3)cc2)c1,31,33,334,demo/finetune_high_Tg/scored/cond/graphs/batch_0/334.npz
335,[*]CC([*])(C)C(=O)OCCCC,12,11,335,demo/finetune_high_Tg/scored/cond/graphs/batch_0/335.npz
336,[*]C/C=C/CC(CC(C)CC)C(=O)NC([*])=O,17,16,336,demo/finetune_high_Tg/scored/cond/graphs/batch_0/336.npz
337,[*]CC([*])C(=O)Nc1cccc(OC#C)c1,16,16,337,demo/finetune_high_Tg/scored/cond/graphs/batch_0/337.npz
338,[*]/C=C(\C)c1ccc(CNC([*])=O)cc1,15,15,338,demo/finetune_high_Tg/scored/cond/graphs/batch_0/338.npz
339,[*]CC([*])(C)C(=O)OCC(CCCCCCCC)OC(=O)CCc1ccc(F)cc1,30,30,339,demo/finetune_high_Tg/scored/cond/graphs/batch_0/339.npz
340,[*]CC([*])(C)C(=O)OC(C)CCCc1ccc(-c2cc(Br)cc(S(=O)(=O)NC(F)(F)F)c2)cc1,34,35,340,demo/finetune_high_Tg/scored/cond/graphs/batch_0/340.npz
341,[*]CCCCC(=O)NC(Cc1ccc(N=[*])cn1)OC(=O)c1ccccc1,27,28,341,demo/finetune_high_Tg/scored/cond/graphs/batch_0/341.npz
342,[*]CCCCCCOc1ccc2c(c1)C(C(=O)OCCCCCCCCCCC)c1ccc(O[*])cc12,37,39,342,demo/finetune_high_Tg/scored/cond/graphs/batch_0/342.npz
343,[*]Oc1ccc(OC(=O)c2c(C)cc(C(F)(F)C(F)(F)COc3ccc([*])o3)cc2)cc1N(C)C,35,37,343,demo/finetune_high_Tg/scored/cond/graphs/batch_0/343.npz
344,[*]Nc1ccc(OCCCCCCCCCCCCOc2ccc(-c3ccc(C(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3)cc2)c(CCCCCCCCCC)c1,58,62,344,demo/finetune_high_Tg/scored/cond/graphs/batch_0/344.npz
345,[*]/C=C/c1cccc(N2C(=O)c3ccc(C(c4ccc([*])cc4)c4ccccc4)cc3C2=O)c1,34,38,345,demo/finetune_high_Tg/scored/cond/graphs/batch_0/345.npz
346,[*]C(CCCC)=C(C)CC([*])(C)C,13,12,346,demo/finetune_high_Tg/scored/cond/graphs/batch_0/346.npz
347,[*]CNP(=O)(F)C(F)(F)C(F)(F)ONC(=O)c1ccc(C(=O)NCCCCC(=[*])OC(=O)c2ccc(F)cc2)cc1,41,42,347,demo/finetune_high_Tg/scored/cond/graphs/batch_0/347.npz
348,[*]CC([*])c1ccc(-c2ccc(S(=O)(=O)C(C)OC(C)=O)cc2)c(OC)c1,27,28,348,demo/finetune_high_Tg/scored/cond/graphs/batch_0/348.npz
350,[*]C=C(C)S(=O)(=O)NCCNC(=O)N(CCCCCCCC)C(=O)N[*],26,25,350,demo/finetune_high_Tg/scored/cond/graphs/batch_0/350.npz
351,[*]COC(=O)c1ccc(/N=C(\C#N)CCCCC)cc1Oc1ccc(-c2ccc(O[*])cc2)cc1,35,37,351,demo/finetune_high_Tg/scored/cond/graphs/batch_0/351.npz
352,[*]CC(C)CCCCCCCCNC(=O)c1ccc(C(=O)[Si]([*])(C)C)cc1,27,27,352,demo/finetune_high_Tg/scored/cond/graphs/batch_0/352.npz
353,[*]C(=O)Nc1ccccc1C(=O)Nc1cc(NC(=O)C([*])(C)C)cc(N2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)c1,40,43,353,demo/finetune_high_Tg/scored/cond/graphs/batch_0/353.npz
354,[*]/C(C)=C/c1cc(N(C)C(=O)O[*])ccc1-c1ccc(CC(=O)O)cc1,26,27,354,demo/finetune_high_Tg/scored/cond/graphs/batch_0/354.npz
355,[*]Nc1cc(OCC(CCCCCC)C(=O)OS(=O)(=O)N[*])cc(Oc2ccccc2)c1,32,33,355,demo/finetune_high_Tg/scored/cond/graphs/batch_0/355.npz
356,[*]CCCCCCCCCCCOC(=O)CCCCCn1ccc(C(=O)SCCC([*])(F)F)c1,34,34,356,demo/finetune_high_Tg/scored/cond/graphs/batch_0/356.npz
357,[*]CCCCC(=O)NCCc1ccc(/C=N/c2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,33,35,357,demo/finetune_high_Tg/scored/cond/graphs/batch_0/357.npz
358,[*]O[Si](C)(C)OCC#CC/C=C/c1ccc([Si]([*])(C)C)c(NC(=O)C(C)(C)C)c1,29,29,358,demo/finetune_high_Tg/scored/cond/graphs/batch_0/358.npz
359,[*]c1ccc(N=C[Se]C=Cc2cccc(S([*])(=O)=O)c2)cc1,22,23,359,demo/finetune_high_Tg/scored/cond/graphs/batch_0/359.npz
360,[*]CC([*])(C)C(=O)OC(Cl)Oc1ccc(C(F)(F)F)c(O)c1Br,23,23,360,demo/finetune_high_Tg/scored/cond/graphs/batch_0/360.npz
361,[*]CCc1cc(OC)c(-c2ccc(-c3ccc(/N=N/c4ccc([*])c(S(C)(C)=O)c4)cc3)cc2)cc1CC,38,41,361,demo/finetune_high_Tg/scored/cond/graphs/batch_0/361.npz
362,[*]CC(CCNC(=O)CCCCC([*])=O)C(=O)OCC(C)O,22,21,362,demo/finetune_high_Tg/scored/cond/graphs/batch_0/362.npz
363,[*]Oc1cc(Br)c(OCCC#Cc2ccc(OC)cc2C)cc1CC([*])=O,27,28,363,demo/finetune_high_Tg/scored/cond/graphs/batch_0/363.npz
364,[*]C/C=C/C(=O)NCCCCCCNC([*])C(=O)OCc1ccc(OC(C)=O)cc1,30,30,364,demo/finetune_high_Tg/scored/cond/graphs/batch_0/364.npz
365,[*]CC(C)COC(=O)Cc1ccc(-c2ccc(C(=O)NNC([*])=O)cc2)cc1,28,29,365,demo/finetune_high_Tg/scored/cond/graphs/batch_0/365.npz
366,[*]CCCCCCOc1ccc(C(=O)NNCCC(C)(C)CCCCCCCSc2ccc(C=[*])cc2)cc1,39,40,366,demo/finetune_high_Tg/scored/cond/graphs/batch_0/366.npz
367,[*]/C=C/C1CC(C(=O)NNC(=O)[SH](C)(C)C)C(=O)OCC1([*])C(C)=O,25,25,367,demo/finetune_high_Tg/scored/cond/graphs/batch_0/367.npz
368,[*]CNC(=O)c1ccc(Oc2ccc(-c3ccc(C(=O)O[*])cc3)c(OCCCC(C)=O)c2)cc1,35,37,368,demo/finetune_high_Tg/scored/cond/graphs/batch_0/368.npz
369,[*]CC(C)(C)c1ccc(C(NC(=O)CCc2ccc(C(=O)O[*])cc2)c2ccc(Cl)cc2)cc1,34,36,369,demo/finetune_high_Tg/scored/cond/graphs/batch_0/369.npz
370,[*]CC(SC)C(=O)NCCCCCCOc1ccc(-c2ccc(OC(=O)CCC[Si](C[*])(CC)CC)cc2)cc1,40,41,370,demo/finetune_high_Tg/scored/cond/graphs/batch_0/370.npz
371,[*]CCC(=O)NC(=O)CC(CCCCCCOc1ccc(O[*])cc1)c1ccccc1,31,32,371,demo/finetune_high_Tg/scored/cond/graphs/batch_0/371.npz
372,[*]CCCCCCOC(=O)[Si](C)(C)CCCCCC[SH][*],21,20,372,demo/finetune_high_Tg/scored/cond/graphs/batch_0/372.npz
373,[*]CCCCCCCOC(=O)SS(=O)(=O)CCCCCCCC(=O)O[*],26,25,373,demo/finetune_high_Tg/scored/cond/graphs/batch_0/373.npz
374,[*]CC(C)CCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCCCOCCCCCO[*])cc1,44,44,374,demo/finetune_high_Tg/scored/cond/graphs/batch_0/374.npz
375,[*][Sn]([*])c1ccc(C(Cl)(O)c2ccccc2)cc1C(=O)OC(F)(F)F,25,26,375,demo/finetune_high_Tg/scored/cond/graphs/batch_0/375.npz
377,[*]CC(F)(Cl)C1C(=O)OCOC(=O)C1[*],15,15,377,demo/finetune_high_Tg/scored/cond/graphs/batch_0/377.npz
378,[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(C([*])=O)c2)C3=O)cc1,31,34,378,demo/finetune_high_Tg/scored/cond/graphs/batch_0/378.npz
379,[*]CNc1ccc(NC(=O)c2cccc(S(=O)(=O)c3ccc(C(=O)N([*])CC)cc3)c2)cc1C=C,35,37,379,demo/finetune_high_Tg/scored/cond/graphs/batch_0/379.npz
380,[*]Cc1ccc(C=CC(=O)OC(=O)C(=O)O[*])cc1,19,19,380,demo/finetune_high_Tg/scored/cond/graphs/batch_0/380.npz
381,[*]CC([*])(C)OP(=O)(Cl)Oc1ccc(OC)c(OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F)c1,37,37,381,demo/finetune_high_Tg/scored/cond/graphs/batch_0/381.npz
382,[*]CC([*])CN(c1ccccc1)C(=O)c1ccc(C(=O)O[Na])cc1,24,25,382,demo/finetune_high_Tg/scored/cond/graphs/batch_0/382.npz
383,[*]Oc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c2)cc1,38,42,383,demo/finetune_high_Tg/scored/cond/graphs/batch_0/383.npz
384,[*]C(=O)c1ccc([Si](C)(C)c2cnc([*])c(OC)c2)cc1,21,22,384,demo/finetune_high_Tg/scored/cond/graphs/batch_0/384.npz
385,[*]CC(=O)Cc1ccc(C(=O)OCCCCCCOC(=O)CCCCCCC(=O)Nc2ccc([*])cc2)cc1,39,40,385,demo/finetune_high_Tg/scored/cond/graphs/batch_0/385.npz
386,[*]c1ccc(S(=O)(=O)c2ccc(C(=O)[Sn]([*])C)s2)cc1,20,21,386,demo/finetune_high_Tg/scored/cond/graphs/batch_0/386.npz
387,[*]CCCCCC(=O)Oc1ccc(NC(=O)CCCCCCCS(=O)(=O)c2ccc(C(=O)Nc3ccc([*])cc3)cc2)cc1,44,46,387,demo/finetune_high_Tg/scored/cond/graphs/batch_0/387.npz
389,[*]CCCCCCCC(=O)NCC(C)(C)CNS(=O)(=O)CCCCC(=O)O[*],28,27,389,demo/finetune_high_Tg/scored/cond/graphs/batch_0/389.npz
390,[*]CN(C)c1c(C)cc(C([*])OC(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)c(C)c1-c1ccccc1,40,43,390,demo/finetune_high_Tg/scored/cond/graphs/batch_0/390.npz
392,[*]CC(=O)CCCCSN(C(=O)c1cccc(CCO[*])c1)C(=O)O,25,25,392,demo/finetune_high_Tg/scored/cond/graphs/batch_0/392.npz
393,[*]COc1ccc(C(NC(=O)c2ccc(-c3ccc(SCCC(=O)c4ccc(OC)cc4)cc3)cc2)C(=O)c2cccc([*])c2)cc1,47,51,393,demo/finetune_high_Tg/scored/cond/graphs/batch_0/393.npz
394,[*]CC(C)(C)N[SiH]([*])CCCC1CCN(C(=O)OCc2ccc(C)cc2)C1=O,28,29,394,demo/finetune_high_Tg/scored/cond/graphs/batch_0/394.npz
395,[*]C/C=C(/[*])c1ccc([N+](=O)[O-])cc1-c1ccc(CC)cc1,22,23,395,demo/finetune_high_Tg/scored/cond/graphs/batch_0/395.npz
396,[*]CC(CC(=O)Nc1ccc(OCCCCCC#CCOCCN[*])cc1)c1ccccc1,33,34,396,demo/finetune_high_Tg/scored/cond/graphs/batch_0/396.npz
397,[*]CC(F)(F)C(F)(F)Oc1c(S(=O)(=O)Oc2ccc([*])cc2)ccc(C(=O)O)c1,29,30,397,demo/finetune_high_Tg/scored/cond/graphs/batch_0/397.npz
398,[*]=Cc1ccc(-c2ccc(/N=C/c3ccc(C(=O)OCCCCCC)cc3C(=O)c3ccccc3O[*])cc2)cc1,41,44,398,demo/finetune_high_Tg/scored/cond/graphs/batch_0/398.npz
399,[*]CCCCC(CC(=O)OCC(C)(C)C)OS(=O)(=O)c1cccc(O[*])c1,27,27,399,demo/finetune_high_Tg/scored/cond/graphs/batch_0/399.npz
400,[*]CCOc1ccc(P(C)(=O)c2ccc(OCCCCNC([*])=O)cc2)cc1,28,29,400,demo/finetune_high_Tg/scored/cond/graphs/batch_0/400.npz
402,[*]CC([*])C(=O)OCCCCCOc1ccc(-c2ccc(C(=O)Oc3ccc(/C=C/C(=O)Oc4ccccc4)cc3)cc2)cc1,45,48,402,demo/finetune_high_Tg/scored/cond/graphs/batch_0/402.npz
403,[*]C#Cc1ccc(CCCCCCCCCCC([*])=O)cc1,22,22,403,demo/finetune_high_Tg/scored/cond/graphs/batch_0/403.npz
405,[*]CCCCCOC(=O)c1ccc(NC(=O)CCCCCCOc2ccc(S([*])(=O)=O)cc2CCCCCC)cc1,41,42,405,demo/finetune_high_Tg/scored/cond/graphs/batch_0/405.npz
406,[*]CC([*])(C)C(=O)NCCCCCC(=O)NC[SiH](C)C(=O)CC,23,22,406,demo/finetune_high_Tg/scored/cond/graphs/batch_0/406.npz
407,[*]COc1ccc(-c2ccc(OC(=O)Nc3cc(CNC(=O)c4ccccc4)ccc3Cl)cc2)c([*])c1,37,40,407,demo/finetune_high_Tg/scored/cond/graphs/batch_0/407.npz
408,[*]NC(=O)c1ccc([Si](C)(C)CCCCCC(CC([*])=O)C(=O)OCCC)cc1,29,29,408,demo/finetune_high_Tg/scored/cond/graphs/batch_0/408.npz
409,[*]CC1CCC(N2C(=O)c3ccc(C(=O)Oc4ccc5c(c4)C(=O)N(C([*])=O)C5=O)cc3C2=O)C(OC)(C)C1,39,43,409,demo/finetune_high_Tg/scored/cond/graphs/batch_0/409.npz
410,[*]C/C=C/c1ccc([Si](C)(C)c2ccc(N=[*])cc2)c(C(=O)O)c1,24,25,410,demo/finetune_high_Tg/scored/cond/graphs/batch_0/410.npz
411,[*]CCCCc1nc(SC)c(/C=N/c2ccc3c(c2)C(=O)N([*])C3=O)c(OCC(C)=O)c1,32,34,411,demo/finetune_high_Tg/scored/cond/graphs/batch_0/411.npz
412,[*]CC([*])(C)C(=O)OCCCCCCCCCCO[Si](C)(C)CC,24,23,412,demo/finetune_high_Tg/scored/cond/graphs/batch_0/412.npz
413,[*]C(=O)Oc1ccc(S(=O)(=O)CC(F)(F)C(F)(F)CCCCCCN2CCC([*])CC2)cc1,33,34,413,demo/finetune_high_Tg/scored/cond/graphs/batch_0/413.npz
414,[*]CCCCCN(C)C=CC/C=C/CCC(=O)N[*],19,18,414,demo/finetune_high_Tg/scored/cond/graphs/batch_0/414.npz
415,[*]C=C(CCCCCCCC)COC(=O)c1ccc(Sc2cccc(C([*])=O)c2)cc1,31,32,415,demo/finetune_high_Tg/scored/cond/graphs/batch_0/415.npz
416,[*]CC([*])(C)C(=O)OCCCN(C)c1ccc(C(C)(C)C)cc1NC(=O)CCCCCCC(F)(F)F,36,36,416,demo/finetune_high_Tg/scored/cond/graphs/batch_0/416.npz
417,[*]CCCCCCCCCCCCCOC(=O)Nc1cccc(OCCNS(=O)(=O)c2ccc(N[*])cc2)c1,39,40,417,demo/finetune_high_Tg/scored/cond/graphs/batch_0/417.npz
418,[*]CC([*])CCCCCC(=O)Nc1cccc(C(O)CC)c1,22,22,418,demo/finetune_high_Tg/scored/cond/graphs/batch_0/418.npz
420,[*]COCCCCCOC(=O)c1cccc(NC(=O)NCCC(C)C(=O)O[*])c1,29,29,420,demo/finetune_high_Tg/scored/cond/graphs/batch_0/420.npz
421,[*]Nc1ccc(-c2ccc(NC(=O)c3cccc(P(=O)(c4ccc(OC([*])=O)cc4)C(F)(F)F)c3)c(OC)c2)cc1OC(F)(F)F,46,49,421,demo/finetune_high_Tg/scored/cond/graphs/batch_0/421.npz
422,[*]Nc1ccc(C(=O)c2ccc3c(c2)N(c2ccc([*])cc2)C3=O)cc1OC,28,31,422,demo/finetune_high_Tg/scored/cond/graphs/batch_0/422.npz
423,[*]C#Cc1ccc(Oc2ccc(C(=O)OC3CCC(/C=N/c4ccc(O[*])cc4)C3)cc2)c(C)c1,35,38,423,demo/finetune_high_Tg/scored/cond/graphs/batch_0/423.npz
425,[*]NC(C)CC[Si]([*])(C)c1cccc(S(=O)(=O)CCCCCCCCCC)c1,28,28,425,demo/finetune_high_Tg/scored/cond/graphs/batch_0/425.npz
426,[*]CCCCCC(O)COC(=O)c1ccc(CC[N+](C)(C)c2ccc(S(=O)(=O)O[*])cc2)cc1,34,35,426,demo/finetune_high_Tg/scored/cond/graphs/batch_0/426.npz
427,[*]C([*])CS1CCC(C(=O)c2ccc(/C=N/c3ccccc3)cc2)CC1,26,28,427,demo/finetune_high_Tg/scored/cond/graphs/batch_0/427.npz
428,[*]CCCCc1ccc(C(=O)NC(F)(F)C([*])(c2ccccc2)c2ccc(-c3ccccc3)cc2)cc1,37,40,428,demo/finetune_high_Tg/scored/cond/graphs/batch_0/428.npz
430,[*]Nc1ccc(CCNC(=O)OCCCCOc2ccc(S([*])=O)cc2)c(N)c1,29,30,430,demo/finetune_high_Tg/scored/cond/graphs/batch_0/430.npz
431,[*]Oc1ccc(/C=N/C=C/c2cccc(OC(=O)CCCSC([*])=O)c2)cc1,28,29,431,demo/finetune_high_Tg/scored/cond/graphs/batch_0/431.npz
432,[*]C(=O)OCC1CCC(CC[Fe]([*])(C#N)C#N)C(c2ccccc2)C1,25,26,432,demo/finetune_high_Tg/scored/cond/graphs/batch_0/432.npz
433,[*]C(=O)Oc1c(C)cc(OC(=O)c2cccc(OC([*])=O)c2)cc1F,25,26,433,demo/finetune_high_Tg/scored/cond/graphs/batch_0/433.npz
434,[*]CC([*])(C)C(=O)Oc1ccc(OC(F)(F)c2ccc(C)c(OC)c2)cc1OCCCCCC,34,35,434,demo/finetune_high_Tg/scored/cond/graphs/batch_0/434.npz
435,[*]CCCCCCOC(=O)C(c1ccccc1)Oc1cc(OCC(F)(F)F)c(C)c(N2C(=O)c3ccc([*])cc3C2=O)c1,43,46,435,demo/finetune_high_Tg/scored/cond/graphs/batch_0/435.npz
436,[*]Oc1ccc(C(C)(C[N+](C)(C)C)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,33,35,436,demo/finetune_high_Tg/scored/cond/graphs/batch_0/436.npz
437,[*]Oc1cc(CCC(C)C)c(-c2ccc(OCc3cc(Br)c(O[*])c(C)c3)cc2CCCCCCCCCCCCC)cc1,44,46,437,demo/finetune_high_Tg/scored/cond/graphs/batch_0/437.npz
439,[*]C(C)CC(=O)N([*])COC(=O)c1ccc(/N=N/c2ccc(C)cc2)cc1,27,28,439,demo/finetune_high_Tg/scored/cond/graphs/batch_0/439.npz
440,[*]CCCCc1ccccc1CC(=O)NCCCCCCNC(=O)Cc1ccc(C#Cc2ccc(O[*])cc2C)cc1,42,44,440,demo/finetune_high_Tg/scored/cond/graphs/batch_0/440.npz
441,[*]CCCCCN1CC(C)(CNC(=O)c2ccc(N([*])C(=O)OCC)cc2)CC1=O,30,31,441,demo/finetune_high_Tg/scored/cond/graphs/batch_0/441.npz
442,[*]Cc1ccc(Cc2ccc(N3CC(=O)OC([*])C3)cc2)cc1,23,25,442,demo/finetune_high_Tg/scored/cond/graphs/batch_0/442.npz
443,[*]CC#CC(=CCCCCCCCC)C(=O)OCC(F)(F)C(F)(F)C(=O)O[*],28,27,443,demo/finetune_high_Tg/scored/cond/graphs/batch_0/443.npz
444,[*]CCCCc1ccc(C(=O)c2cccc(C(=O)Nc3c(C)cc(N=[*])cc3Cl)c2)cc1,32,34,444,demo/finetune_high_Tg/scored/cond/graphs/batch_0/444.npz
445,[*]CC([*])(C)C(=O)c1c(C(=O)OC)cc(C)cc1C(=O)N(CC)CCCC,27,27,445,demo/finetune_high_Tg/scored/cond/graphs/batch_0/445.npz
446,[*]C=C([*])C(=O)NCCCCCCNCC(CC)CCCCCCCCCOC(=O)c1ccc2cc(C(=O)O)ccc2c1,43,44,446,demo/finetune_high_Tg/scored/cond/graphs/batch_0/446.npz
447,[*]CC(=O)Oc1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(OC(=O)c5ccc([*])cc5)cc4C3=O)cc2)cc1,41,45,447,demo/finetune_high_Tg/scored/cond/graphs/batch_0/447.npz
448,[*]CCCCCCN(CC(=O)OCC)C(=O)CCCCC(=O)N(C)CCC(F)(F)C(F)(F)C(F)(F)COC([*])(C)C,41,40,448,demo/finetune_high_Tg/scored/cond/graphs/batch_0/448.npz
449,[*]CCC(=O)NC(=O)CCCCC(C)CCNC(=O)c1ccc(C(=O)N[*])cc1,29,29,449,demo/finetune_high_Tg/scored/cond/graphs/batch_0/449.npz
451,[*]C=C(OCCCCCCCC)C(=O)OC(=O)c1ccccc1Nc1ccc(N([*])C)cc1,33,34,451,demo/finetune_high_Tg/scored/cond/graphs/batch_0/451.npz
452,[*]Oc1cccc(/C=C/c2ccc(OC(=O)c3ccc(SCCCCCc4ccc([*])cc4C)cc3)cc2)c1,39,42,452,demo/finetune_high_Tg/scored/cond/graphs/batch_0/452.npz
453,[*]CCc1ccc(Oc2cc(C)c(S(=O)(=O)c3ccccc3)c(C(=O)OCC([*])CCCCCCCCC)c2)cc1,41,43,453,demo/finetune_high_Tg/scored/cond/graphs/batch_0/453.npz
454,[*]CC(C)CCOC(=O)NC(C)C(=O)SSc1ccc(CCCCCCCNC(=O)c2ccc(C([*])=O)cc2)cc1,41,42,454,demo/finetune_high_Tg/scored/cond/graphs/batch_0/454.npz
455,[*]C([*])OC(=O)S1C=C(CC(=O)NNC(=O)Oc2cccc(N=[*])c2)C(=O)OCCCCC1,33,34,455,demo/finetune_high_Tg/scored/cond/graphs/batch_0/455.npz
456,[*]CNC(=O)Cc1ccc(COC(=O)NCCCCCCCCCCSC([*])=O)cc1C(=O)OC,35,35,456,demo/finetune_high_Tg/scored/cond/graphs/batch_0/456.npz
457,[*]C1CC(C)NC(=O)C1=CC(=[*])CC,14,14,457,demo/finetune_high_Tg/scored/cond/graphs/batch_0/457.npz
458,[*]O[Si]([*])(C)CC(=O)Oc1ccc(OCC)c(Oc2ccc(Cl)cc2)c1,26,27,458,demo/finetune_high_Tg/scored/cond/graphs/batch_0/458.npz
459,[*]Cc1ccc(C(C)(C)c2ccc(C#Cc3ccc(-c4ccc([*])cc4)cc3)c(C(C)(C)C)c2)cc1,36,39,459,demo/finetune_high_Tg/scored/cond/graphs/batch_0/459.npz
460,[*]Nc1c(C)cc(/C=C/c2ccc(C([*])CC)cc2)c(C)c1C,23,24,460,demo/finetune_high_Tg/scored/cond/graphs/batch_0/460.npz
461,[*]CCCCCOc1ccc(C([*])(C)C)cc1-c1ccc(-c2ccccn2)cc1,29,31,461,demo/finetune_high_Tg/scored/cond/graphs/batch_0/461.npz
462,[*]CC([*])C(=O)OCCCCCC#CC,15,14,462,demo/finetune_high_Tg/scored/cond/graphs/batch_0/462.npz
463,[*]Oc1cccc(Oc2ccc(C(C)c3ccc(/C=N/c4ccc(C([*])=O)cc4)cc3)cc2)c1,34,37,463,demo/finetune_high_Tg/scored/cond/graphs/batch_0/463.npz
464,[*]CC(=O)OCCCCC(=O)Oc1ccc(/C(=N/C(=O)O[*])c2ccccc2O)cc1,31,32,464,demo/finetune_high_Tg/scored/cond/graphs/batch_0/464.npz
465,[*]Oc1ccc(OC(=O)c2ccc(Oc3ccc(S(=O)(=O)Oc4ccc(/C=N/c5ccc([*])cc5)cc4)cc3)c(C)c2CC(C)(C)O)c2ccccc12,53,58,465,demo/finetune_high_Tg/scored/cond/graphs/batch_0/465.npz
466,[*]CCCCCCCCCCOC(=O)NNC(=O)c1ccc([*])cc1,25,25,466,demo/finetune_high_Tg/scored/cond/graphs/batch_0/466.npz
467,[*]CC/C=C/C1CC(=O)N(CCCCCCCCCCC(=O)Nc2ccc(OCC(=O)O[*])cc2)C1,36,37,467,demo/finetune_high_Tg/scored/cond/graphs/batch_0/467.npz
468,[*]CCCCOc1ccc(NC(=O)OC(=O)CCCCC(C)(C)CC(=O)N([*])C)cc1,31,31,468,demo/finetune_high_Tg/scored/cond/graphs/batch_0/468.npz
469,[*]/C=C(/[*])C=C/c1ccc(C(=O)NC(C)COc2ccccc2[N+](=O)[O-])cc1,28,29,469,demo/finetune_high_Tg/scored/cond/graphs/batch_0/469.npz
470,[*]CC([*])C(=O)Nc1ccc(N(C)CCC)cc1,18,18,470,demo/finetune_high_Tg/scored/cond/graphs/batch_0/470.npz
471,[*]Cc1cc(C(C)CCC(F)(F)F)c(S([*])(=O)=O)cc1C,21,21,471,demo/finetune_high_Tg/scored/cond/graphs/batch_0/471.npz
472,[*]Cc1ccc(OC(=O)OCC)c(OCC([*])=O)c1C,20,20,472,demo/finetune_high_Tg/scored/cond/graphs/batch_0/472.npz
473,[*]c1ccc(CCCCCC)c(-c2ccc(C([*])(C)C)cc2)c1,23,24,473,demo/finetune_high_Tg/scored/cond/graphs/batch_0/473.npz
474,[*]CC(C)C(=O)OCCOS(=O)(=O)CCNC(=O)CCCC(CC(=O)O[*])C(=O)O,30,29,474,demo/finetune_high_Tg/scored/cond/graphs/batch_0/474.npz
475,[*]C(COc1ccc(C#Cc2ccc(OC)cc2)cc1Br)=C(C)C([*])OCCOC,30,31,475,demo/finetune_high_Tg/scored/cond/graphs/batch_0/475.npz
476,[*]OC(=O)CCCCCc1ccc(C(=O)OC(=O)N([*])c2ccc(C=CCC(F)F)cc2)cc1,34,35,476,demo/finetune_high_Tg/scored/cond/graphs/batch_0/476.npz
477,[*]Nc1cc(Br)c(NC(=O)C[Si]([*])(C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(C(F)(F)F)c1,33,33,477,demo/finetune_high_Tg/scored/cond/graphs/batch_0/477.npz
478,[*]CC([*])c1cccnc1OC(=O)COc1ccc(-c2ccc(OCCCCCON3CC(OC)COC3=O)cc2)cc1,43,46,478,demo/finetune_high_Tg/scored/cond/graphs/batch_0/478.npz
479,[*]Cc1ccc(C#Cc2cc(C(=O)OCC)c([*])o2)cc1Cl,22,23,479,demo/finetune_high_Tg/scored/cond/graphs/batch_0/479.npz
480,[*]CCC(C)(C)CCCCCCCCCNC(CCC([*])C)C(=O)OCC,27,26,480,demo/finetune_high_Tg/scored/cond/graphs/batch_0/480.npz
481,[*]/C=C(\Oc1ccc(NCC)cc1)N([*])c1ccc(C)cc1,22,23,481,demo/finetune_high_Tg/scored/cond/graphs/batch_0/481.npz
482,[*]CC(CCCCCCCCCCOc1ccc(CNC(=O)O[*])c(Cl)c1)CCCC,31,31,482,demo/finetune_high_Tg/scored/cond/graphs/batch_0/482.npz
483,[*]CC(F)(F)C(F)(F)COc1ccc(C(C(=O)C(=O)OCCCC)c2ccc(O[*])cc2)cc1,34,35,483,demo/finetune_high_Tg/scored/cond/graphs/batch_0/483.npz
484,[*]CC(COc1ccccc1)CCCCCCCCCCC(=O)N([*])C=C,27,27,484,demo/finetune_high_Tg/scored/cond/graphs/batch_0/484.npz
485,[*]CCCNC(=O)CCCCSC(=O)Nc1cccc(C(=O)O[*])c1,25,25,485,demo/finetune_high_Tg/scored/cond/graphs/batch_0/485.npz
486,[*]CCN(C)C(=O)CCCCCCCCCCCCOc1ccccc1/C=C/CCOC([*])=O,34,34,486,demo/finetune_high_Tg/scored/cond/graphs/batch_0/486.npz
488,[*]Nc1ccc(C/C=C/C(=O)Nc2ccc(C([*])=O)cc2S(=O)(=O)O)c(-c2ccccc2)c1,33,35,488,demo/finetune_high_Tg/scored/cond/graphs/batch_0/488.npz
